a,b,c,d,e,f,g,h,i,j,k,l,target
11.39,9877.2,4,210000,10.13,0,0,1,45,40,1,0,0
14.99,10398.2,4,210000,17.58,3,0,0,38,30,1,1,0
7.24,6197.4,5,210000,10.3,0,3,3,46,30,1,0,0
16.99,7129.6,6,210000,15.79,0,2,0,48,30,-1,0,0
13.49,8143.4,6,210000,19.69,1,3,0,54,20,-1,1,0
11.39,8231,10,210000,0.38,2,0,0,40,30,-1,1,1
14.99,7135.5,10,210000,5.3,1,0,0,25,20,-1,0,0
5.32,3372.9,10,210000,5.93,0,0,3,32,40,-1,0,0
8.24,2830.3,10,210000,12.57,6,2,0,41,30,1,1,1
11.39,11523.4,10,210000,13.15,0,0,3,36,10,1,0,0
7.59,10418.9,10,210000,13.36,0,1,0,27,20,1,1,1
10.49,8595.6,10,210000,17.85,0,1,1,27,30,1,0,0
15.99,2812.2,10,210000,19.73,1,2,0,39,30,-1,1,1
8.24,11006.6,10,210000,19.75,0,1,0,41,30,1,1,1
11.49,9421.6,10,210000,21.19,0,0,0,28,40.58,1,0,0
10.49,4835.1,10,210000,23.92,0,0,0,44,30,1,0,0
7.24,10845.5,5,208000,26.81,0,1,0,30,30,1,1,0
13.49,1382.7,7,208000,12.4,0,0,2,39,20,1,0,0
10.49,6017,10,208000,3.29,0,0,0,41,25,1,1,0
5.32,10540.2,10,208000,13.16,0,0,0,28,10,1,0,0
13.49,7125.4,10,207640,16.06,0,0,0,39,10,1,0,0
22.74,9814.5,3,207000,14.47,0,0,0,28,20,1,1,1
12.74,9399.3,10,207000,7.73,0,0,0,25,30,-1,0,0
25.49,10373.8,4,206000,19.79,1,0,0,46,30,-1,0,0
19.99,7431.7,5,206000,7.79,0,3,1,30,10,1,0,0
13.49,10179.2,9,206000,23.87,1,0,0,24,20,1,1,1
12.74,5428.9,10,206000,10.3,0,0,0,33,30,1,0,0
7.99,4699.8,10,206000,10.42,0,0,1,38,30,-1,0,0
14.99,9513.9,10,205925,6,1,2,0,45,20,1,1,1
11.49,7253.7,1,205000,14.73,0,0,0,35,37,1,1,0
21.49,4919.4,2,205000,11.94,0,3,2,40,20,1,1,1
16.99,12476.8,2,205000,22.8,0,1,0,26,20,1,1,1
13.99,2791.6,3,205000,11.01,0,0,0,34,20,-1,0,0
24.74,13867.9,4,205000,32.07,0,2,0,33,30,1,1,1
7.99,5073,5,205000,22.29,0,0,0,46,30,1,0,1
13.49,2714.5,9,205000,14.36,0,2,0,45,10,1,1,0
13.49,6901.5,9,205000,16.74,0,0,0,32,30,1,1,0
15.99,5835.1,10,205000,7.42,0,0,0,34,30,1,0,0
22.74,6730,10,205000,27.4,0,1,2,29,30,-1,0,1
15.99,12303.3,2,204000,26.84,0,0,2,29,30,1,0,1
7.99,4699.8,9,204000,25.24,0,0,0,40,10,-1,0,0
12.74,6706.9,1,203000,22.79,0,0,0,25,20,1,1,1
11.49,13188.6,10,202000,11.86,3,1,0,50,40,1,0,1
16.99,8555.5,4,201000,18.01,0,0,0,48,10,1,0,1
8.24,7137.1,10,201000,16.06,0,1,0,44,20,1,1,0
8.24,1886.9,1,200000,0.91,0,0,0,32,10,-1,0,0
11.49,3363.1,1,200000,1.13,0,0,0,40,30,1,1,0
17.99,8124.2,1,200000,3.67,9,1,0,47,30,1,0,1
12.74,11749.1,1,200000,6.68,2,0,0,29,30,1,0,0
6.99,6792,1,200000,9.09,0,0,0,42,10,1,0,0
15.99,3890.1,1,200000,9.18,1,0,0,35,30,1,0,1
11.49,11540,1,200000,9.2,0,2,0,30,20,1,1,1
8.24,8805.3,1,200000,9.98,0,3,0,36,10,1,0,0
11.44,11531.7,1,200000,10.79,0,0,0,35,20,1,0,0
6.99,7409.5,1,200000,10.97,1,2,0,31,10,1,0,0
10.49,4620.2,1,200000,12.23,0,0,0,37,10,1,0,0
19.99,7946.5,1,200000,12.63,2,0,0,35,30,1,1,1
11.49,11540,1,200000,13.39,3,0,3,41,30,1,0,0
12.74,11749.1,1,200000,13.63,1,0,0,26,50,1,1,0
19.99,7946.5,1,200000,14.99,0,1,0,32,20,1,1,1
15.99,4862.6,1,200000,15.97,1,1,0,38,30,-1,1,1
14.99,7290.1,1,200000,23.75,0,0,0,28,30,1,0,1
15.99,7585.6,1,200000,26.04,2,2,0,27,10,1,0,0
18.99,12827.9,1,200000,26.47,1,1,0,36,20,1,1,1
11.49,6330.5,2,200000,8.46,0,0,0,38,30,1,1,1
11.49,11540,2,200000,9.62,0,0,1,43,30,1,0,0
13.99,13669.2,2,200000,15.87,1,0,0,37,30,1,0,0
21.49,5466,2,200000,17.8,0,1,2,44,20,1,1,1
16.99,3564.8,2,200000,18.84,0,0,0,49,20,1,1,0
12.74,5655.1,2,200000,21.59,0,2,0,29,10,1,0,0
17.99,10871.4,2,200000,23.24,0,2,0,33,30,-1,0,0
11.44,4612.2,3,200000,2.68,0,0,0,41,10,1,0,0
7.99,8108.7,3,200000,9.2,2,0,0,28,30,1,1,1
10.49,4512.7,3,200000,12.07,1,0,1,33,30,1,1,0
7.99,12532.8,3,200000,15.02,2,0,0,32,10,1,0,1
12.74,11749.1,3,200000,15.25,1,3,0,52,30,1,0,1
6.99,2469.9,4,200000,0.53,0,0,0,34,30,1,0,0
17.99,12651.6,4,200000,0.97,0,4,0,45,10,1,0,1
5.32,6023,4,200000,16.22,1,0,0,43,30,1,0,0
18.99,5131.2,4,200000,24.35,0,1,0,28,30,-1,0,1
15.99,12303.3,4,200000,27.69,1,2,0,35,10,1,1,0
8.24,7547.4,5,200000,2.11,1,0,1,37,20,1,0,1
10.49,487.5,5,200000,8.59,0,0,0,45,10,1,0,0
11.49,11540,5,200000,10.18,7,1,0,36,20,1,1,1
17.99,8124.2,5,200000,19.73,0,2,0,32,20,-1,1,1
11.44,4392.5,6,200000,7.78,0,1,0,47,20,1,0,0
26.24,8083.8,6,200000,10.56,0,2,0,33,20,-1,1,1
12.74,8056.6,6,200000,10.93,0,1,1,26,20,1,1,0
11.44,7028,6,200000,14.25,0,1,0,36,30,1,0,0
10.49,11374.3,6,200000,16.36,1,0,5,43,30,1,0,0
5.32,6023,6,200000,17.08,0,1,0,28,25,-1,0,0
13.49,8720.2,6,200000,30.35,0,1,0,26,20,1,1,1
17.99,7591,7,200000,12.01,0,3,0,30,20,1,1,1
5.32,8432.2,7,200000,19.49,0,0,0,34,30,1,1,0
11.44,11531.7,7,200000,21.87,0,0,2,42,30,1,1,1
22.74,8412.4,7,200000,23.15,2,1,0,28,20,-1,1,0
13.99,8543.2,8,200000,20.93,0,0,1,26,10,1,0,0
12.74,9048.1,8,200000,21.95,0,0,0,46,20,1,0,0
24.74,13867.9,8,200000,25.09,0,5,0,41,40,1,0,0
11.49,10550.9,9,200000,8.27,0,2,0,28,20,1,1,1
22.74,5720.5,9,200000,10.03,2,4,0,38,30,1,1,1
10.49,9099.4,9,200000,10.69,0,0,2,27,30,1,1,1
14.99,2079.7,9,200000,15.15,0,0,1,49,10,1,0,0
10.49,5372.3,9,200000,16.18,0,0,0,38,20,-1,1,1
15.99,8509.5,10,200000,1.73,0,0,0,40,40,1,1,0
12.74,4524.1,10,200000,4.63,4,0,0,28,30,-1,1,0
26.24,14146.6,10,200000,5.46,0,1,0,31,30,1,0,0
8.59,12643.8,10,200000,8.23,0,0,0,30,20,1,1,1
7.99,10966.2,10,200000,8.51,0,0,0,34,44,1,1,0
17.99,5331.5,10,200000,10.36,1,0,0,40,10,1,0,0
5.32,6023,10,200000,11.11,1,0,0,25,10,1,1,1
24.99,4108.4,10,200000,11.14,0,3,0,42,20,1,1,1
14.99,5708.4,10,200000,11.56,0,0,0,45,30,1,1,0
8.24,3144.8,10,200000,13.95,0,0,2,28,10,1,0,0
15.99,6564.5,10,200000,14.85,0,0,0,47,30,-1,0,1
22.74,7010.4,10,200000,15.26,0,3,0,37,10,-1,0,0
6.99,7718.2,10,200000,15.76,1,1,0,44,49.96,1,0,0
11.44,2306.4,10,200000,15.95,0,0,0,62,10,1,1,0
28.69,11043.7,10,200000,16.31,0,2,0,30,10,1,1,1
13.49,8482.7,10,200000,16.78,1,1,0,41,20,1,1,1
11.49,4945.7,10,200000,17.02,0,0,0,35,10,1,0,0
13.49,5567.2,10,200000,17.13,1,0,0,36,10,1,0,1
13.99,6513.7,10,200000,17.88,1,0,0,48,20,1,1,0
11.49,13188.6,10,200000,18.86,1,0,1,40,20,-1,1,1
8.24,9434.2,10,200000,22.59,0,0,0,49,10,1,0,0
7.24,7746.8,10,200000,22.87,0,0,0,49,20,1,1,1
26.24,4332,10,200000,23.41,0,1,0,40,20,1,1,1
8.24,8097.7,10,200000,24.61,1,0,4,45,50,1,0,0
12.74,9441.3,10,200000,25.41,0,0,0,37,30,1,0,1
17.99,7229.5,10,200000,27.57,0,3,2,42,20,-1,1,1
7.49,6220.4,10,200000,29.25,0,1,0,28,20,1,1,0
18.99,3929.2,3,199992,17.17,0,0,4,36,20,1,1,1
19.99,9271,1,198900,16.35,0,0,0,35,20,1,1,1
13.49,11875.7,7,198000,10.78,1,0,0,35,10,1,0,1
12.74,3222.7,10,198000,16.88,0,3,1,29,30,1,1,1
17.99,9976.7,1,197000,6.57,3,0,0,37,10,1,0,0
13.49,12893.6,1,197000,25.28,0,1,0,37,10,1,0,0
8.24,6117.5,8,197000,25.18,0,1,0,49,10,1,0,0
5.32,6023,1,195000,9.23,0,0,0,58,10,-1,0,0
12.79,2717.5,1,195000,13.99,3,1,0,27,20,-1,0,1
13.49,13572.2,2,195000,8.36,0,3,0,53,10,1,0,0
22.74,9814.5,2,195000,15.66,1,0,0,33,40,1,0,0
16.99,1782.4,3,195000,26.83,0,0,0,36,30,1,0,1
12.74,5035.4,5,195000,3.05,1,0,1,49,10,1,0,0
13.99,7501,5,195000,14.67,0,1,0,38,30,1,0,1
11.49,11540,6,195000,14.38,1,0,0,39,30,-1,0,0
15.99,5624.4,7,195000,15.48,0,1,0,39,30,1,1,0
21.49,3826.2,7,195000,17.58,0,1,0,31,30,1,1,1
18.99,12827.9,7,195000,26.68,0,1,0,37,30,1,1,0
11.39,1646.2,8,195000,23.72,0,1,0,48,30,1,1,1
28.69,5679.7,9,195000,12.42,1,1,2,26,20,1,1,1
14.99,12131.2,10,195000,10.83,0,0,0,38,30,-1,0,0
7.49,4665.3,10,195000,33.25,0,3,0,50,20,1,1,1
8.24,7341,10,194515,23.13,0,0,0,51,45,1,0,0
13.49,7591.6,2,194000,17.65,2,3,0,32,30,1,1,1
18.99,10839.6,5,194000,13.24,0,2,0,24,30,1,1,1
8.24,5097.9,7,193000,3.43,0,2,2,37,10,1,0,0
5.32,4818.4,3,192000,9.18,1,1,0,39,30,1,0,0
10.99,3273.4,3,192000,24.59,2,0,0,33,20,1,1,1
16.99,12476.8,10,192000,12.54,3,2,0,45,10,1,0,1
5.32,5420.7,10,191100,16.89,0,0,0,35,10,1,0,0
15.99,9725.1,2,191000,13.07,0,0,0,26,30,1,1,1
15.99,2249.8,1,190000,10.57,1,0,0,41,30.03,1,0,0
14.99,3466.1,1,190000,15.8,0,0,0,31,10,1,1,0
17.99,8574.8,1,190000,17.67,0,1,2,24,30,1,1,1
16.99,5703.7,1,190000,24.64,0,2,1,37,30,1,1,1
14.99,2663.9,3,190000,5.81,0,0,0,39,10,1,0,1
8.24,11006.6,3,190000,13.42,2,1,0,26,10,1,0,0
11.49,8795.1,3,190000,15.21,0,0,0,27,20,-1,1,0
27.49,10790.2,3,190000,17.27,0,0,0,47,20,-1,1,1
26.24,5926.3,3,190000,26.45,0,0,0,34,40,1,1,0
21.49,10174,3,190000,32.96,0,2,1,22,20,1,1,0
13.49,4417,4,190000,11.66,1,1,2,41,10,1,1,1
13.49,8482.7,4,190000,12.43,0,0,0,38,30,1,1,1
10.49,5157.4,4,190000,14,1,3,1,37,20,-1,0,0
13.99,10867,4,190000,25.58,0,0,0,34,30,1,0,1
10.49,3249.8,5,190000,8.48,0,0,1,38,20,1,1,1
13.99,4466.6,5,190000,14.11,0,0,1,30,20,-1,1,1
8.99,4578.5,6,190000,9,1,0,4,29,20,1,1,1
14.99,12131.2,6,190000,12.99,0,2,0,46,10,1,0,0
12.74,6786.1,8,190000,10.45,1,2,0,51,30,1,0,0
11.49,13188.6,9,190000,8.06,0,0,0,38,15,-1,0,0
21.49,6559.2,9,190000,9.86,2,1,0,50,30,1,1,1
7.24,1549.4,10,190000,9.51,0,1,2,38,10,-1,0,0
13.49,5521.2,10,190000,10.34,1,0,0,56,10,1,0,0
11.49,10287.1,10,190000,10.75,0,0,0,31,20,1,0,0
6.99,7718.2,10,190000,11.06,1,0,0,42,30,-1,0,0
8.24,4078.3,10,190000,20.02,0,1,0,44,10,1,1,0
5.32,4517.3,10,190000,20.36,1,0,0,40,10,1,1,0
7.49,7775.5,10,190000,21.25,2,0,0,36,31.93,1,0,0
11.49,5934.9,10,190000,21.79,0,0,1,52,20,1,1,1
13.99,3489.5,10,190000,25.51,0,2,0,35,20,1,1,1
11.49,7319.7,10,190000,26.66,0,0,0,43,20,-1,1,1
24.74,7942.2,10,190000,29.71,1,1,0,51,10,1,0,1
12.74,10742.1,6,189000,11,0,0,0,34,30,1,1,1
14.99,1871.7,6,189000,12.92,0,1,0,29,31.57,1,1,0
6.99,6174.6,9,189000,11.15,0,1,0,45,10,1,0,0
10.99,6260.4,7,188000,19.91,0,2,0,33,20,1,1,1
11.49,8720.9,3,187000,17.15,0,1,0,48,30,1,0,1
15.99,2531,3,187000,18.07,0,2,0,33,10,-1,0,0
7.24,7746.8,10,187000,23.21,0,0,0,50,40,1,1,0
13.49,7727.7,3,186000,26.73,2,0,0,30,20,1,1,1
13.49,2760.6,7,186000,29.87,0,1,0,29,20,1,1,1
24.74,2920,8,186000,8.48,0,1,0,46,30,1,1,1
10.49,4874.7,10,186000,6.18,0,0,0,41,30,1,1,0
11.44,6149.5,10,186000,14.36,0,1,0,41,30,1,1,1
19.99,9271,10,186000,24.95,0,2,0,46,20,1,1,1
18.99,9077.3,1,185000,21.74,0,0,0,37,20,1,1,1
12.74,1611.4,2,185000,7.4,0,0,2,37,10,1,0,0
17.99,7616.4,2,185000,11.64,1,0,0,37,61.65,-1,0,0
15.99,3163.7,2,185000,19.34,2,4,1,39,40,-1,0,0
7.24,10465.9,3,185000,10.44,0,0,1,39,30,1,1,0
18.99,9025.4,3,185000,16.99,0,1,1,29,10,1,1,1
12.74,8075.5,4,185000,6.05,0,0,3,38,10,1,1,0
11.39,13169.5,5,185000,10.35,0,0,0,27,30,-1,0,0
10.49,3249.8,5,185000,26.68,0,0,0,27,20,1,1,0
13.99,11960.5,10,185000,3.06,0,0,0,39,30,1,1,0
7.24,4958,10,185000,6.46,0,0,0,52,20,1,0,0
13.99,10935.3,10,185000,6.5,1,1,0,36,30,1,0,0
14.99,7135.5,10,185000,7.76,0,0,0,44,30,1,0,0
11.44,8785,10,185000,8.19,0,0,0,32,30,1,0,0
14.99,7135.5,10,185000,8.32,1,1,3,37,15,1,0,0
19.99,2786.9,10,185000,10.03,2,2,0,37,30,-1,0,1
18.99,12827.9,10,185000,10.71,1,3,0,35,30,1,0,0
8.24,3262.7,10,185000,13.65,0,0,0,29,30,1,0,0
12.74,4028.3,10,185000,16.46,4,0,0,38,30,1,1,1
15.99,7743.7,10,185000,16.57,0,0,0,29,30,1,0,1
8.24,6117.5,10,185000,18.29,2,0,0,40,10,1,0,0
21.49,6996.5,10,185000,19.3,0,0,5,32,20,1,1,1
12.79,11757.6,10,185000,20.3,2,1,0,53,20,1,1,1
8.24,7547.4,10,185000,21.36,0,0,0,62,25,-1,1,1
11.49,9891.4,10,185000,22.32,1,2,0,32,10,1,0,1
13.49,10179.2,10,185000,26.35,0,1,0,34,30,1,0,0
28.69,11043.7,5,184102,21.78,0,1,0,28,30,1,1,1
13.99,6979,6,184000,4.45,0,2,0,29,30,1,1,1
21.49,3498.3,9,183000,10.24,0,3,0,39,10,-1,0,0
12.74,3393.1,2,182000,15.14,0,0,0,37,20,1,1,1
17.99,1445.9,2,182000,15.17,1,2,0,53,30,1,1,1
10.49,7799.5,2,182000,20.22,0,1,1,44,20,-1,1,1
21.49,9565.5,3,182000,17.92,0,0,0,37,40,1,1,0
5.32,6745.8,7,180876,11.66,0,2,0,28,10,1,0,0
8.24,9434.2,1,180000,10.33,1,0,1,39,10,1,0,1
11.44,8785,1,180000,10.44,0,0,0,44,30,1,1,1
13.49,11875.7,1,180000,10.86,0,0,1,45,10,1,0,0
15.99,3691,1,180000,12.43,2,2,4,26,20,1,1,0
28.69,6678,1,180000,14.52,1,4,0,30,30,1,1,1
7.24,5577.7,1,180000,17.33,1,1,0,28,20,-1,1,0
11.49,9891.4,1,180000,21.03,1,0,0,29,30,1,0,0
11.44,5271.6,2,180000,7.84,0,5,1,38,10,1,0,0
13.49,6786.1,2,180000,9.95,0,1,0,40,30,1,0,1
10.49,8595.6,2,180000,14.41,0,0,0,28,20,1,1,1
6.99,6174.6,2,180000,14.87,0,1,0,30,40,1,0,0
6.99,4630.9,2,180000,22.71,1,1,0,32,20,1,0,0
11.49,11869.7,2,180000,27.12,0,1,1,33,25,1,1,1
17.99,3614.8,3,180000,3.74,3,1,1,25,20,1,0,0
13.99,2392.1,3,180000,7.41,0,2,3,27,30,1,1,1
14.49,4818.3,3,180000,14.39,0,0,1,26,20,1,1,1
17.99,8111.5,3,180000,15.29,1,0,0,29,10,1,0,0
15.99,4862.6,3,180000,16.24,1,0,2,36,20,1,1,1
18.99,4668.4,3,180000,18.11,1,0,1,26,30,1,0,0
12.79,11757.6,3,180000,19.62,0,0,0,30,20,1,1,1
13.99,13669.2,3,180000,20.84,0,1,0,37,30,1,0,0
18.99,10638,5,180000,9.86,0,3,0,35,30,1,1,1
13.49,2256.4,5,180000,13.65,0,0,0,32,30,1,0,0
13.49,9201.9,6,180000,12.29,0,2,2,48,10,1,0,0
8.59,3947.6,7,180000,6.17,0,0,1,33,20,1,1,1
13.99,3075.6,7,180000,8.94,0,1,0,29,30,1,0,0
11.49,5275.5,7,180000,22.73,0,0,0,50,5,-1,0,0
19.99,2972.7,7,180000,31.03,0,1,2,35,30,1,0,1
11.49,8242.9,8,180000,12.96,0,0,0,44,20,1,1,1
7.24,3098.7,9,180000,12.27,1,0,0,33,10,-1,0,0
7.49,10885.6,9,180000,15.61,0,0,0,30,5,1,0,0
5.32,5420.7,10,180000,3.02,0,0,0,42,40,1,1,0
11.39,4938.6,10,180000,6.04,0,1,0,29,20,1,1,1
8.24,5283.2,10,180000,7.11,3,1,0,34,30,1,0,0
8.24,7547.4,10,180000,8.4,1,0,0,39,30,1,0,0
11.44,6589.5,10,180000,8.45,0,2,0,25,10,-1,0,0
12.74,6333.7,10,180000,8.67,1,1,0,32,20,1,0,0
7.99,3759.9,10,180000,8.93,0,1,0,38,30,1,1,0
10.49,8595.6,10,180000,9,0,2,0,33,30,-1,0,0
18.99,2052.5,10,180000,9.28,0,2,2,30,20,1,1,1
5.32,7227.6,10,180000,9.33,0,0,0,54,10,1,0,0
13.99,4885.3,10,180000,10.67,0,2,0,47,20,1,0,0
21.49,13274.5,10,180000,10.81,0,2,0,29,30,-1,1,1
12.74,7917.1,10,180000,11.62,1,0,0,41,30,-1,1,1
11.39,1646.2,10,180000,11.79,2,2,0,29,30,1,0,0
12.74,8392.3,10,180000,11.99,0,1,0,34,10,1,1,1
11.39,11523.4,10,180000,12.07,1,2,0,38,30,1,0,0
16.99,12476.8,10,180000,12.84,0,2,0,29,25,-1,1,1
8.24,6289.5,10,180000,13.34,0,0,0,44,40,1,0,0
17.99,7229.5,10,180000,13.66,0,1,1,22,20,1,1,0
12.74,7049.5,10,180000,13.77,0,4,0,24,10,1,0,0
11.44,8785,10,180000,14.21,0,1,0,49,10,1,0,0
22.74,9814.5,10,180000,16.72,0,2,1,35,30,1,0,1
7.24,9296.1,10,180000,17.5,2,0,0,24,30,1,1,1
17.99,12651.6,10,180000,17.59,0,1,0,38,20,1,1,1
13.49,6901.5,10,180000,17.86,1,1,0,27,5,-1,0,0
7.99,1723.3,10,180000,20.46,0,0,0,37,40,1,0,0
13.49,11875.7,10,180000,20.66,0,3,0,48,20,1,1,1
17.99,8885.8,10,180000,21.23,0,1,0,29,30,1,1,1
18.99,3631,10,180000,21.23,0,1,0,33,40,-1,1,0
21.49,6859.8,10,180000,22.2,0,0,0,38,20,1,0,0
11.49,1648.6,10,180000,26.15,0,0,0,43,10,1,0,0
11.49,5275.5,10,180000,28.22,0,5,0,32,30,1,1,1
11.49,10625,10,180000,29.49,0,2,0,48,20,1,1,1
18.99,11563.4,10,180000,30.37,0,0,0,44,30,1,1,1
22.74,3857.5,10,180000,32.14,0,0,0,35,10,1,0,0
13.49,5089.6,5,179000,25.78,0,0,0,39,20,1,1,1
8.24,5031.6,1,178000,8.87,0,0,0,30,40,1,0,0
6.99,1852.4,2,178000,23.77,0,0,0,28,30,1,0,0
21.49,8199,9,178000,4.72,0,0,0,38,20,-1,1,1
12.74,1510.6,10,178000,12.44,0,0,0,35,20,1,1,0
6.99,5865.8,10,178000,22,0,3,0,28,40,1,0,0
12.74,6713.8,10,178000,31.11,0,1,0,26,10,1,1,0
8.24,1886.9,5,177310,13.94,0,0,0,46,10,1,1,1
24.49,9477.8,1,177000,13.19,1,1,2,32,20,1,1,1
18.99,8299.3,1,177000,23.03,2,0,0,35,20,1,1,1
13.49,8143.4,10,177000,1.05,0,1,1,39,10,1,0,0
10.99,8183.5,10,177000,29.18,0,3,0,39,20,-1,1,1
8.99,11128.3,1,176800,2.47,0,1,1,34,20,1,1,1
13.49,8051.7,10,176800,28.85,0,0,0,33,30,1,1,1
13.49,11875.7,1,176000,0.57,0,0,0,29,10,1,0,0
13.49,4601,2,176000,5.09,0,0,0,26,40,1,0,0
11.49,1978.3,3,176000,27.15,1,2,0,34,10,1,0,0
16.99,5703.7,3,176000,30.83,0,0,0,39,20,1,1,1
12.74,6713.8,10,176000,5.52,1,0,2,25,30,-1,0,1
13.99,11960.5,2,175250,14.74,0,2,0,48,40,1,1,1
11.39,2304.7,1,175000,4.96,2,1,0,36,30,1,0,0
5.32,3613.8,1,175000,14.91,0,0,0,39,10,1,0,0
14.49,4939.9,1,175000,16.83,1,0,1,42,20,1,1,1
15.99,12303.3,1,175000,20.4,0,0,0,34,20,1,1,1
14.99,5137.5,2,175000,7.8,0,1,0,41,50,1,0,0
11.44,2635.5,2,175000,12.93,1,1,0,39,40,1,1,0
13.49,5521.2,2,175000,13.54,0,0,0,38,57,1,1,0
15.99,12303.3,2,175000,14.8,0,1,0,36,10,1,0,0
22.74,10094.9,2,175000,18.21,0,0,0,32,30,1,0,0
5.32,7528.7,2,175000,21.04,0,0,0,39,30,1,0,0
7.49,3343.5,2,175000,25.79,0,2,0,31,10,1,0,0
12.74,11749.1,3,175000,10.45,0,1,0,29,30,1,0,0
6.99,3704.8,3,175000,10.65,0,1,0,25,20,1,1,0
14.99,9513.9,4,175000,8.19,0,0,0,41,10,1,0,0
15.99,6807.6,4,175000,19.75,0,0,0,43,20,1,1,1
7.99,8772.9,5,175000,11.54,0,1,1,32,30,1,1,1
17.99,8885.8,5,175000,18.13,1,1,0,28,20,1,1,1
16.99,10329,6,175000,2.3,0,2,0,39,10,-1,1,1
17.99,4963.4,7,175000,7.55,0,2,0,30,10,1,0,0
7.24,4958,9,175000,6.88,0,1,1,47,5,1,0,0
11.49,659.5,9,175000,14.17,0,0,1,32,10,1,0,0
8.24,9434.2,9,175000,15.43,1,0,0,29,10,1,0,0
19.99,6357.2,9,175000,33.36,0,0,0,29,30,1,0,0
13.99,6834.6,10,175000,3.13,2,1,0,51,10,1,0,0
14.99,4757,10,175000,5.02,0,0,0,35,30,1,0,1
11.49,8704.5,10,175000,6.61,0,0,0,38,30,-1,1,1
11.49,6594.3,10,175000,7.16,0,1,0,29,70,1,1,0
5.32,6324.2,10,175000,9.34,0,0,3,28,40,-1,1,0
13.99,8142.1,10,175000,11.62,0,0,0,32,20,-1,1,1
11.44,11531.7,10,175000,16.16,0,0,3,30,30,1,0,0
5.32,7528.7,10,175000,16.99,1,0,0,35,10,1,0,0
7.99,9775.6,10,175000,17,0,0,0,51,10,1,0,0
11.49,11540,10,175000,19.64,0,0,0,37,30,1,0,0
12.79,5374.9,10,175000,21.18,0,0,0,35,20,1,1,1
6.99,3704.8,10,175000,21.46,2,0,0,30,10,-1,0,0
13.49,8051.7,10,175000,22.6,0,1,0,29,10,1,0,0
10.49,8124.5,10,175000,24.06,1,1,5,23,30,1,0,0
13.99,11960.5,10,175000,26.93,0,0,0,40,40,1,1,0
11.44,7907.4,10,175000,28.83,0,0,0,35,10,1,0,0
25.69,7141.8,10,175000,30.24,0,2,0,26,20,1,1,1
12.74,12084.8,10,175000,30.5,0,0,0,31,30,1,1,0
13.49,3053.8,10,175000,31.8,0,0,0,37,20,1,0,0
7.49,10885.6,3,174000,15.5,1,0,0,39,30,1,0,0
8.24,8066.3,3,174000,27.5,0,0,0,36,30,1,1,1
12.74,5706.8,4,174000,3.32,0,1,1,31,10,1,0,0
11.44,11531.7,10,174000,6.7,0,1,0,34,30,1,0,1
12.79,11757.6,10,174000,12.59,2,1,0,45,20,1,1,1
17.99,4569.9,10,174000,27.66,1,0,0,35,10,1,1,0
11.49,9232,10,173749,31.59,0,0,0,30,30,1,1,0
8.24,3773.7,1,173000,6.74,0,0,2,30,45,1,1,0
6.99,1543.7,9,173000,10.36,1,1,0,29,10,1,0,0
19.99,4812.1,10,173000,19.46,0,3,1,29,30,1,0,0
15.99,3647,6,172500,19.38,3,3,0,38,30,-1,1,1
5.32,2409.2,1,172000,9.52,5,0,0,40,10,-1,0,0
12.74,7917.1,5,172000,5.03,0,0,0,48,30,1,1,1
12.74,6713.8,5,172000,9.26,1,1,0,34,30,-1,1,1
5.32,12046,8,172000,8.98,0,0,0,43,30,1,0,0
13.99,8142.1,10,172000,3.15,0,0,0,51,10,1,0,0
8.99,3735.7,10,172000,6.85,0,0,0,35,20,1,1,1
13.49,1696.6,10,172000,25.26,0,0,0,40,30,1,1,1
14.99,7420.9,8,171000,13.51,0,0,0,34,30,1,1,1
21.49,13274.5,1,170216,12.18,0,0,0,26,20,1,1,0
19.99,3814.4,1,170000,3.45,3,1,0,41,40,1,1,0
11.49,5934.9,1,170000,3.95,0,0,0,30,30,-1,1,1
8.24,6117.5,1,170000,8.37,0,0,0,47,20,1,0,0
11.49,8242.9,1,170000,9.26,0,0,1,41,40.46,1,1,0
12.74,1879.9,1,170000,15.07,0,1,0,31,20,1,1,1
13.99,7748.7,1,170000,16.79,0,1,0,42,20,1,1,1
14.99,12131.2,1,170000,21.42,0,2,2,45,30,1,1,1
6.99,7718.2,1,170000,22.2,0,0,0,26,10,1,0,0
10.49,4469.8,1,170000,23.17,0,0,0,63,10,1,0,1
8.24,1572.4,2,170000,7.12,0,0,0,36,10,-1,0,0
11.49,10056.3,3,170000,4.33,0,0,0,31,20,1,1,0
7.99,9399.6,3,170000,8.22,1,0,0,38,5,1,0,0
12.74,2714.5,3,170000,9.51,2,1,1,38,30,1,1,1
24.74,7007.8,3,170000,26.15,0,2,0,36,30,1,1,1
13.49,11875.7,4,170000,6.52,0,1,0,42,20,1,1,1
15.99,5975.9,4,170000,10.52,2,0,0,44,10,1,1,0
7.24,1859.3,4,170000,14.09,0,0,0,47,20,1,1,1
7.99,6266.4,4,170000,15.15,0,0,0,36,20,-1,1,0
12.74,5971.8,4,170000,15.44,2,1,0,31,30,1,0,1
11.49,13188.6,5,170000,17.63,0,1,0,36,20,1,1,1
15.99,11732.1,6,170000,7.27,0,1,0,25,30,1,0,1
13.99,7816.4,6,170000,15.84,0,1,0,51,30,1,1,0
